track_id,artist_name,track_name,duration_ms,acousticness,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,danceability
2fq4SiCvhv8NrLnxeNa8l9,Of Monsters and Men,Phantom,282440,0.849,0.221,0.000228,6,0.107,-17.58,1,0.0401,78.539,4,0.247,0
1QlWnHltHZF1suHVRcb3Wg,tigerstate,summer nights,156250,0.163,0.632,0.0249,7,0.0893,-9.65,1,0.0418,101.019,4,0.531,0
4Lu1YHsc2VD5ZELq9E7f5n,You Thant,Paradise - Single Edit,257242,0.6,0.373,0.0158,11,0.0492,-13.342,0,0.0748,125.728,4,0.071,0
5j5RHCFkS5TFLbQRUJ65HH,Michael Kiwanuka,Beautiful Life - Edit,242760,0.715,0.449,0.0134,9,0.124,-8.418,0,0.0335,132.379,4,0.132,0
29fh18AYf85WJdCwQHthkB,Vacation Forever,T-Shirt,212360,0.112,0.635,0.0157,6,0.0989,-6.336,1,0.0404,100.505,4,0.253,0
4vW5FpZZvyjniAGYepYRzi,Melby,Concorde,192000,0.472,0.557,0.000391,2,0.138,-8.53,0,0.0409,160.468,3,0.791,0
5cnsoV2GXggZXhC27SqYpv,Jungle,All Of The Time,182040,0.0366,0.876,0.0896,5,0.954,-5.994,0,0.042,130.037,4,0.863,0
14CMnDIXlTyuNwpw6fTdMi,Mina Okabe,Miss Those Days,172500,0.493,0.593,7.31e-05,1,0.112,-7.386,1,0.0317,123.983,4,0.772,0
2hnMRtrTKbkUKKniEg6XKU,Kimchii,You're Not Around,192343,0.206,0.642,0.0527,0,0.528,-6.991,1,0.0748,112.018,4,0.646,0
7fjNxhYa8qXGhrrJhY3hZL,Wet,Bound (with Blood Orange),220332,0.172,0.515,0.133,10,0.144,-10.128,0,0.0785,191.706,4,0.27,0
67Bn4Mb7cgdRdmwBW1PYms,alt-J,U&ME,198840,0.132,0.718,0.00308,7,0.134,-8.369,1,0.0529,82.008,4,0.332,0
6RXYFLtXOBQ8YmrOJ1OUFb,Tall Blonde,Daisies,207917,0.00442,0.638,6.94e-06,2,0.312,-6.377,0,0.0367,78.106,4,0.441,0
5EBx6sCm2HJLAtrAP4bvSa,Oh Wonder,Rollercoaster Baby,208876,0.407,0.687,0.088,0,0.125,-8.657,1,0.0512,148.036,4,0.489,0
2UGLTM8VWqQai7bq2X7OiK,Porridge Radio,New Slang,255535,0.948,0.28,0.000981,4,0.287,-8.36,1,0.0307,124.656,4,0.171,0
7rFNL0YaG6Gp0jt7xK1E3b,Highasakite,Love him anyway,231802,0.0106,0.826,8.12e-05,8,0.127,-6.239,1,0.0339,106.009,4,0.276,0
2e90byJU4IZxEPKkAR7aDe,Kone Mara,Highway 1,216640,0.0917,0.653,0.105,0,0.138,-8.644,1,0.034,119.99,4,0.661,0
0In3u56vbH2at3bViAzzwq,Lizzy McAlpine,erase me (feat. Jacob Collier),214468,0.592,0.453,2.22e-05,6,0.131,-8.537,0,0.0595,93.267,4,0.305,0
6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,153190,0.185,0.741,2.91e-05,2,0.415,-5.569,1,0.0478,153.96,4,0.441,0
4IvuPZogXbY7LODs7qzr0W,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),182653,0.346,0.683,0.0,1,0.311,-5.295,1,0.0364,141.971,4,0.304,0
5zqObw7wjBgL9TDiAymxPn,Anne-Marie,Our Song,163733,0.141,0.759,0.0,11,0.172,-4.245,0,0.0423,80.953,4,0.515,0
6fRxMU4LWwyaSSowV441IU,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),227395,0.0377,0.676,0.0,10,0.154,-5.483,1,0.027,99.048,4,0.721,0
5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI,STAY (with Justin Bieber),141805,0.0383,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,0
4u4NyuceXP7Uzh7XFJKCr1,Justin Bieber,Hold On,170813,0.0106,0.634,0.0,1,0.132,-5.797,0,0.0413,139.98,4,0.29,0
7DgkSYT6vh3UAYQlFbsj6z,Cheat Codes,Hate You + Love You (feat. AJ Mitchell),198874,0.0693,0.689,0.0,5,0.394,-4.463,1,0.0305,140.013,4,0.638,0
3FeVmId7tL5YN8B7R3imoM,Coldplay,My Universe,228000,0.00813,0.701,0.0,9,0.2,-6.39,1,0.0402,104.988,4,0.443,0
2SUxn2O9NHL6GHGQFgwCY0,Ed Sheeran,2step,153626,0.169,0.661,0.0,4,0.117,-5.592,0,0.056,95.002,4,0.632,0
5KCbr5ndeby4y4ggthdiAb,Shawn Mendes,Wonder,172692,0.131,0.637,1.8e-05,1,0.149,-4.904,0,0.0581,139.898,4,0.132,0
312zSwwbPU7C3sTmro4Wx9,Astrid S,It's Ok If You Forget Me,204989,0.526,0.379,0.0,6,0.151,-7.625,1,0.231,171.848,4,0.258,0
1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,204093,0.877,0.34,1.77e-05,0,0.149,-6.577,1,0.0351,77.213,4,0.223,0
0lx2cLdOt3piJbcaXIV74f,Taylor Swift,willow,214706,0.833,0.574,0.00179,7,0.145,-9.195,1,0.17,81.112,4,0.529,0
0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,224694,0.578,0.366,0.0,5,0.133,-7.519,1,0.0282,141.981,4,0.13,0
31qCy5ZaophVA81wtlwLc4,Justin Bieber,Anyone,190779,0.181,0.538,3.13e-06,2,0.113,-8.026,1,0.0345,115.884,4,0.584,0
31sSFHIe4NaxltVFOEIcTa,Tate McRae,working,210219,0.282,0.435,0.0,7,0.0833,-7.78,1,0.0588,106.974,4,0.512,0
0exZ0YogJPbjGzblpcZaw7,James Arthur,September,220891,0.147,0.551,0.0,9,0.12,-6.165,1,0.0532,102.912,4,0.417,0
7eQHxigpuDJjCG50JyzU8v,MAX,Butterflies,191250,0.385,0.613,0.0,11,0.0887,-4.041,1,0.0408,88.084,4,0.42,0
2h9TDNEXRhcDIV3fsoEVq9,Sam Fischer,What Other People Say,194890,0.158,0.472,0.0,7,0.121,-8.084,1,0.0399,126.904,4,0.24,0
2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,220779,0.0145,0.559,0.0,11,0.138,-6.425,1,0.0358,72.498,4,0.338,0
23EquxExXkNmGCCY96P0Iu,Justin Bieber,Hailey,193354,0.0367,0.745,0.0,0,0.0795,-6.588,0,0.0699,100.042,4,0.254,0
6XdHZr9iXdqc4Q76wtgbqr,Alec Benjamin,The Way You Felt,182810,0.715,0.52,0.0,0,0.0982,-6.928,1,0.0618,131.918,4,0.736,0
5tqNWWiySiABLrGAvSWsO5,Sasha Alex Sloan,Is It Just Me? (feat. Charlie Puth),154274,0.699,0.363,3e-05,2,0.363,-10.837,1,0.0261,94.978,4,0.203,0
6W4SftknKhWj0iFoHN7aYU,Tate McRae,that way - with Jeremy Zucker,174299,0.573,0.398,0.0,0,0.313,-10.202,1,0.219,78.438,3,0.361,0
7CHNIK6EGjnwpWkSpx6JZe,James Arthur,Medicine,208906,0.232,0.74,0.0,10,0.0892,-4.521,1,0.0532,98.3,5,0.314,0
22VPpAWB7qzV8L9rgza11j,Sam Fischer,Hopeless Romantic,181178,0.117,0.636,0.00179,8,0.0919,-6.913,1,0.0391,113.994,4,0.392,0
1EHUQesfVKwbthtNcpBi9g,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),161384,0.173,0.469,0.0,0,0.0956,-6.257,1,0.0292,92.56,4,0.467,0
0ohcCrxZkBfFbkuRPOZQZX,LANY,dancing in the kitchen,208599,0.0328,0.736,0.0,11,0.0864,-7.651,1,0.0425,93.993,4,0.299,0
7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,242013,0.721,0.436,1.31e-05,10,0.105,-8.761,1,0.0601,143.874,4,0.132,0
5ajjAnNRh8bxFvaVHzpPjh,Madison Beer,Reckless,203384,0.807,0.426,0.0,3,0.14,-6.642,1,0.0363,180.104,3,0.261,0
4MmMxyew8yq1OEyJOMaX6M,Justin Bieber,As I Am (feat. Khalid),174406,0.131,0.547,0.0,11,0.0974,-8.151,1,0.0368,99.947,4,0.108,0
6GH4tLwGW6HliKbZBdt6hD,benny blanco,Unlearn (with Gracie Abrams),155361,0.897,0.214,0.0,1,0.105,-12.261,1,0.242,77.849,4,0.189,0
4cGqn0E8JCSY9gQllQj4Mf,Coldplay,Let Somebody Go,241595,0.193,0.342,0.00245,0,0.11,-8.93,1,0.0339,130.953,4,0.155,0
6OcCk1dbAb7XNHsC098oEM,Kelsea Ballerini,I Quit Drinking,171200,0.394,0.418,0.0,1,0.182,-6.997,1,0.0363,95.002,4,0.386,0
2Z8yfpFX0ZMavHkcIeHiO1,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),178994,0.0676,0.383,0.0,2,0.0828,-7.076,0,0.0516,145.765,4,0.549,0
18XlJEroUwFo0tLZxscgXE,Maroon 5,Lost,172597,0.223,0.706,0.00028,7,0.064,-6.553,0,0.16,142.989,4,0.766,0
61KpQadow081I2AsbeLcsb,Olivia Rodrigo,deja vu,215507,0.593,0.61,1.07e-05,9,0.341,-7.236,1,0.116,181.088,4,0.172,0
2pn8dNVSpYnAtlKFC8Q0DJ,ROSÉ,On The Ground,168085,0.0174,0.607,0.0,1,0.131,-6.578,1,0.11,188.7,4,0.286,0
1NAyq9TrQIpLHWStUX4xAQ,LANY,ex i never had,201442,0.306,0.388,0.0,10,0.114,-7.065,1,0.0332,96.001,4,0.628,0
5k0bVtIAXVdK2zc53W8Lh5,Astrid S,Hurts So Good - Maximillian & Kina Version,191375,0.041,0.438,0.0,7,0.279,-7.515,0,0.0437,119.817,4,0.232,0
7qGzlqZnl6j8qccvV70PhL,James Arthur,Emily,201657,0.0137,0.519,6.86e-05,8,0.0808,-6.649,1,0.0946,83.998,4,0.267,0
2URXzpbSUwOjltvpgtzXua,Sam Smith,You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,237814,0.477,0.413,0.0,1,0.0835,-7.701,1,0.0342,77.864,4,0.492,0
0zzVTGyRrWpQu8Fr28NRAv,Marshmello,OK Not To Be OK,159862,0.0172,0.837,0.0,1,0.0743,-5.025,0,0.0649,103.072,4,0.263,0
6aDsgHPZsMztSbZernzlF8,OneRepublic,Someday,187888,0.0311,0.679,0.0,0,0.323,-7.237,1,0.034,121.005,4,0.213,0
6Skh3CBum0pZw9TOr7FQnX,Gryffin,Safe With Me (with Audrey Mika),205164,0.0449,0.757,0.0,11,0.119,-4.189,1,0.127,169.902,4,0.507,0
5XGJj8eIm5tSdxkIm6GBal,James TW,Butterflies,198053,0.231,0.666,7.93e-06,0,0.105,-7.306,0,0.123,99.943,4,0.502,0
1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,165506,0.0319,0.588,0.0,6,0.183,-5.932,1,0.0544,134.01,4,0.59,0
1AHa2iLVTyjMisXwg0oMh1,Clara Mae,Not Sad Anymore,195563,0.761,0.523,3.17e-06,1,0.109,-7.598,1,0.0444,94.025,4,0.376,0
15OCqNPYoLziEAsbVnqRj5,Mimi Webb,Good Without,182121,0.0723,0.576,0.0,11,0.375,-5.495,0,0.0532,89.962,4,0.269,0
5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,229226,0.691,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,0
3lzYrD0WcgGFiAFKkB2shE,Camila Cabello,"Million To One - from the Amazon Original Movie ""Cinderella""",203660,0.583,0.466,0.0,7,0.117,-5.927,1,0.0298,150.022,4,0.278,0
2CVChktEKBsM6v4IfdFU5k,dhruv,double take,171743,0.837,0.434,0.0,8,0.216,-11.163,1,0.0665,109.069,4,0.223,0
1U9Jp66F0x7IM3Gv09hoxq,Griff,One Night,167280,0.0703,0.822,1.18e-06,9,0.0977,-5.266,1,0.233,107.104,4,0.356,0
0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,143901,0.00614,0.846,0.0,1,0.0486,-4.51,0,0.22,87.981,4,0.546,0
05ABOPiW13nqIedJfqmfPM,Tate McRae,rubberband,147713,0.32,0.593,0.0,10,0.104,-6.068,1,0.0431,155.08,4,0.432,0
3z06k8YF9CqX0CGFrlekOK,vaultboy,everything sucks,115401,0.00772,0.371,0.0,6,0.0785,-8.964,1,0.0531,138.023,4,0.653,0
0742PcMPo2Akmo4vHC29VZ,Jeremy Zucker,this is how you fall in love,174586,0.733,0.204,2.53e-05,7,0.126,-12.488,1,0.0355,79.682,4,0.274,0
1K1j5IkohC4t0S8zjrYbOH,Isac Elliot,Waving At Cars,159245,0.218,0.673,0.0,5,0.074,-7.704,1,0.0423,120.056,4,0.71,0
11lFSEnkj3810ojPLj53RO,Sandro Cavazza,Love To Lose,177731,0.0467,0.741,0.0,0,0.244,-5.981,1,0.127,195.943,4,0.71,0
5acSb48zFAcXTdL5Wsk8xx,Cheat Codes,Lean On Me,149856,0.0703,0.738,0.0,9,0.0505,-5.802,1,0.287,101.829,4,0.45,0
1rPiAgK5DD2ve9aPujSJB7,Calum Scott,Biblical,229673,0.802,0.272,0.0,4,0.111,-4.747,1,0.032,135.812,4,0.331,0
5nhW8I46uDE5sc5ouEbzao,Jonas Brothers,Who's In Your Head,183536,0.00447,0.778,0.0,5,0.0731,-5.331,1,0.0971,101.025,4,0.821,0
5K6Ssv4Z3zRvxt0P6EKUAP,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),183725,0.216,0.784,0.0,1,0.0608,-4.878,1,0.102,124.111,4,0.479,0
3QyoC6OvQUmpQwQZ18iaTs,Conan Gray,Overdrive,183070,0.0101,0.788,0.0,5,0.141,-6.28,1,0.0377,104.959,4,0.46,0
1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,Remember That Night?,227186,0.585,0.61,9.51e-05,7,0.156,-10.936,0,0.0305,123.978,4,0.554,0
45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,169265,0.785,0.373,0.0,4,0.0906,-9.389,1,0.05,124.148,4,0.0823,0
5LZtB6nxvjIhUoElp3Zqk0,Shawn Mendes,Teach Me How To Love,202356,0.0505,0.885,2.38e-06,9,0.0843,-4.944,0,0.0807,98.991,4,0.731,0
30UszgTxEuJVG5SUFyBffT,Olivia Rodrigo,"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",106880,0.714,0.336,0.0,0,0.109,-8.577,1,0.0275,90.646,4,0.566,0
4hkSiyO1zy1scfc4HWMGR4,Julia Michaels,Little Did I Know,196253,0.347,0.405,0.0,7,0.0951,-6.174,1,0.033,140.875,4,0.346,0
2zYze9NpKgmpwq58hmgDkL,James Arthur,Avalanche,227627,0.59,0.495,0.0,2,0.202,-5.953,1,0.027,151.966,3,0.368,0
1iCVw7fVBPdEzPibIQ0JCv,AJ Mitchell,Stop,177041,0.0337,0.545,0.0,0,0.0901,-6.694,0,0.0334,104.014,4,0.328,0
1bd4heB3yXc5iFTPoOMPuo,Tate McRae,slower,187629,0.595,0.364,0.0,1,0.334,-8.079,0,0.0419,104.991,4,0.21,0
779UN3kabApm2zfqX549vf,Sasha Alex Sloan,when was it over? (feat. Sam Hunt),218093,0.816,0.453,1.91e-06,7,0.0904,-9.295,1,0.0306,129.958,4,0.494,0
3ng7epefERNazaZkkbwLdq,Surf Mesa,Another Life (feat. FLETCHER & Josh Golden),162954,0.0198,0.724,0.0,0,0.15,-5.189,1,0.0263,125.014,4,0.382,0
4btFHqumCO31GksfuBLLv3,Ed Sheeran,Overpass Graffiti,236906,0.00253,0.849,0.0,9,0.119,-3.794,0,0.186,175.908,4,0.774,0
68z9t6zihQgqzBGtexjTRG,Lukas Graham,Happy For You,226402,0.388,0.639,0.0,10,0.164,-4.14,1,0.036,136.155,4,0.217,0
3z1DnGBH2uhlDekJr0YVzQ,Alessia Cara,Best Days,211837,0.875,0.318,4.21e-06,6,0.13,-11.727,1,0.0749,77.594,4,0.227,0
4QvSA3gQn7DAWEwuEdHBAt,John K,parachute,156505,0.049,0.591,0.0,1,0.167,-3.779,0,0.161,74.966,4,0.68,0
7rq1zCf90CnU7OalBLIgNp,Tate McRae,r u ok,185849,0.318,0.593,0.0,2,0.414,-5.905,1,0.0373,140.013,4,0.329,0
4IQkfUsrwXol38VV3U7t7T,Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),240226,0.817,0.488,0.0,3,0.312,-6.918,1,0.0293,125.039,4,0.443,0
2jgq1RlYLt4FZldm4KAfj2,FLETCHER,Healing,187544,0.543,0.621,2.19e-06,2,0.124,-7.298,1,0.0336,159.989,4,0.35,0
135Lf4Q0CzlMNfOxbEUsLH,Benson Boone,GHOST TOWN,193733,0.389,0.335,0.0,0,0.102,-10.064,1,0.0763,174.185,3,0.116,0
218q4fCmVERKhXEZDr6g4P,Alexander 23,Cry Over Boys,170812,0.835,0.254,1.98e-05,7,0.527,-13.551,1,0.0667,117.987,4,0.381,0
1xBQDoxqFyloelbnfju8na,blackbear,u love u (with Tate McRae),189062,0.0156,0.704,0.0,4,0.164,-5.678,0,0.0435,80.029,4,0.265,0
4JeOesjcWWlprTAvucDSJX,Conan Gray,People Watching,158536,0.385,0.593,0.0,5,0.314,-7.286,1,0.0545,125.723,4,0.538,0
1BIKSPrF0M1U6u83MTKmDu,Alessia Cara,Sweet Dream,181881,0.252,0.532,0.0,0,0.252,-9.177,1,0.127,123.064,4,0.5,0
5YcTAWLjb2M9BRB2tAcCYO,Maximillian,Love Like This,167289,0.273,0.488,0.0,3,0.594,-8.398,1,0.0489,140.181,4,0.425,0
3TG88ES1Z5sMfuondaDZXV,Nick Jonas,Spaceman,196999,0.325,0.598,0.0,5,0.107,-7.377,0,0.234,155.626,4,0.356,0
1A6gT680oQr98VtDkNzys7,Mimi Webb,24/5,158220,0.403,0.763,0.0,0,0.127,-4.16,1,0.105,91.069,4,0.349,0
716eVtciaJCtTcaknS3QXr,Ben Platt,imagine,164202,0.0421,0.412,2.03e-06,1,0.0884,-6.822,1,0.0411,130.203,5,0.284,0
6PERP62TejQjgHu81OHxgM,Olivia Rodrigo,good 4 u,178147,0.3,0.661,0.0,6,0.101,-5.052,0,0.204,168.56,4,0.668,0
4nzBST9JdZIy9qfilr93Po,vaultboy,aftermath,166609,0.018,0.38,0.0,9,0.112,-9.275,1,0.0361,116.961,4,0.192,0
7HmYcLhoo4MVRSUVZSRIpg,LANY,"never mind, let's break up",162316,0.0992,0.74,0.0,7,0.186,-6.631,1,0.0331,101.026,4,0.285,0
4FYbo4yQzu3hGkj2Ix4ucW,Zedd,Funny,221465,0.512,0.66,0.0,5,0.26,-4.646,1,0.0243,99.946,4,0.355,0
7oAly6qQFPu1JhmlE2Vujg,Nick Jonas,This Is Heaven,214623,0.0372,0.783,0.0,2,0.0897,-4.801,0,0.0543,100.912,4,0.51,0
71TRhiwsRckqoqO9CcDIE6,Ali Gatie,Do You Believe,156331,0.193,0.707,0.0,11,0.219,-5.144,1,0.03,144.952,4,0.391,0
6v0UJD4a2FtleHeSYVX02A,Adele,I Drink Wine,376169,0.697,0.565,0.0,10,0.119,-5.596,1,0.0466,115.389,4,0.306,0
3QPBocWfIcOCdFFvmqn60F,Ariana Grande,Just Look Up (From Don’t Look Up),201667,0.215,0.589,0.0,9,0.0846,-5.124,1,0.0415,129.815,4,0.136,0
5r43qanLhUCdBj8HN3fa6B,OneRepublic,Sunshine,163854,0.137,0.875,0.0,5,0.28,-4.621,1,0.034,140.069,4,0.774,0
1fff5nZGyRJtFLkOrSSwOU,Thomas Rhett,Slow Down Summer,216764,0.00838,0.755,0.0,4,0.0989,-5.707,1,0.0354,155.973,4,0.449,0
326yOKaTPs91elL1KW794F,Two Friends,Life's Too Short,211010,0.0275,0.795,0.0,0,0.113,-5.67,1,0.0433,100.032,4,0.364,0
61Emqg95O9zo1GNOcyxq4Y,Giveon,For Tonight,193821,0.0699,0.517,0.0,9,0.114,-7.807,1,0.0548,79.867,4,0.2,0
77dJLayRVnZpqhReztMZ1l,LÉON,Fade Into A Dream,171901,0.766,0.485,5.74e-06,1,0.111,-8.895,1,0.0343,160.919,4,0.305,0
2KnLkZ3z7PO3kgVGHGqDpD,Shawn Mendes,It'll Be Okay,222800,0.616,0.286,0.000146,7,0.0912,-11.881,1,0.033,78.262,4,0.0666,0
375kzpRydDdOxOSCGMK53b,Imagine Dragons,Follow You,175643,0.00197,0.732,5.06e-05,9,0.486,-5.984,1,0.0524,124.875,4,0.45,0
7GKMstqz3UYkFvlX93qCyz,WALK THE MOON,Can You Handle My Love??,256320,0.0373,0.863,1.55e-05,9,0.0958,-5.962,1,0.0348,105.044,4,0.576,0
2QOB5UiRKggr2j9uMD3GYK,Jon Batiste,FREEDOM,178289,0.0251,0.651,0.000107,1,0.213,-4.179,1,0.0374,115.002,4,0.828,0
7Lv78wiIJcKgND9Zi7AIOt,Forest Blakk,Fall Into Me,226066,0.179,0.483,0.0,2,0.127,-6.754,1,0.0572,118.305,4,0.206,0
3Kkjo3cT83cw09VJyrLNwX,Adele,Oh My God,225148,0.091,0.725,0.0,1,0.0264,-3.906,1,0.046,88.098,4,0.55,0
1i4F583d9v9RabcfOlKKVL,Ed Sheeran,Love In Slow Motion,190933,0.668,0.54,0.0,1,0.0849,-5.4,1,0.0253,62.631,4,0.426,0
7i6ICmeDCSHQGZpoc4cdVZ,morgxn,THE WAY IT WAS,197091,0.00236,0.797,0.0,11,0.069,-2.97,1,0.0524,127.034,4,0.769,0
4pNApnaUWAL2J4KO2eqokq,Taylor Swift,Come Back...Be Here (Taylor's Version),223333,0.0158,0.632,0.0,4,0.0822,-6.031,1,0.0302,79.846,4,0.399,0
12e5rUktNoga7mdtziCw33,James Arthur,Deja Vu,183723,0.142,0.722,0.0,1,0.307,-5.654,0,0.217,93.491,4,0.574,0
4fcbxnnfUycb7fJAInJOob,U2,Your Song Saved My Life - From Sing 2,210280,0.28,0.637,0.0,5,0.0545,-7.128,1,0.0274,183.968,4,0.392,0
1ZIKpMTRPqhwAoVXWY3tXI,Ryan Hurd,Chasing After You (with Maren Morris),207973,0.723,0.679,0.0,4,0.116,-6.395,1,0.0394,131.912,4,0.479,0
07UkdNXHXfFnBP5JTXfViA,Trousdale,Love,212506,0.0353,0.776,0.0,9,0.0966,-6.019,1,0.0777,113.213,4,0.539,0
6w8ZPYdnGajyfPddTWdthN,Adele,Can I Get It,210384,0.0171,0.68,0.0,9,0.178,-6.118,0,0.0431,97.985,4,0.536,0
2cEMwE3n0z4Uw4xVwNqDst,Hajaj,Learning To Live Without You,193784,0.747,0.237,2.05e-06,0,0.125,-15.007,1,0.0537,67.442,4,0.174,0
3hLuHKzG1cmlRpq53ZVWd8,Gabby Barrett,The Good Ones,215140,0.18,0.552,0.0,2,0.149,-5.023,1,0.0259,89.957,4,0.331,0
1Ov37jtRQ2YNAe8HzfczkL,Taylor Swift,Wildest Dreams (Taylor's Version),220433,0.0374,0.67,0.0001,8,0.126,-7.289,1,0.0646,140.061,4,0.498,0
46YRGurAqnefqUbKwVGyjP,Various Artists,What Happens Next - From The Original Television Soundtrack Blade Runner Black Lotus,182600,0.187,0.488,1.54e-06,0,0.122,-5.05,0,0.159,156.314,4,0.588,0
2DuDGvtZmUZZINTOvhm3CR,SAINT PHNX,Happy Place (feat. Jasmine Thompson),186513,0.479,0.57,0.0,1,0.1,-7.478,1,0.0289,94.993,1,0.331,0
188rKyWMsC4WsKKZ85lnUO,Lorde,Hold No Grudge - Bonus Track,268733,0.878,0.336,2.51e-05,7,0.0798,-12.942,1,0.203,154.944,4,0.494,0
34chhNX59Wo9HMFCsI3K8Y,Kane Brown,Memory,153337,0.395,0.889,0.0,9,0.273,-5.684,1,0.0509,113.326,5,0.845,0
1r9xUipOqoNwggBpENDsvJ,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,173381,0.237,0.783,0.0,11,0.434,-4.424,0,0.266,77.011,4,0.555,0
6o8tRLnKNSVoBHCTfiFdBA,Dean Lewis,Looks Like Me,190527,0.548,0.724,0.0,11,0.161,-5.12,1,0.0864,110.659,5,0.464,0
5uyw6qVn71nKSBVyBl3Ytv,Brandi Carlile,Right on Time,185228,0.626,0.269,1.83e-05,7,0.116,-9.388,1,0.0356,121.695,4,0.152,0
4zncVqi72AX54I2JVIUq0N,Macklemore,Next Year (feat. Windser),173901,0.398,0.688,0.0,7,0.0692,-5.71,1,0.352,172.128,4,0.314,0
6bQfNiqyCX7UaQSvVVGo4I,Ed Sheeran,Shivers,207853,0.281,0.859,0.0,2,0.0424,-2.724,1,0.0856,141.02,4,0.822,0
5mdgcqfSqwbQfzRCw9lO4j,Rafferty,Lonely Beat,173522,0.0798,0.463,0.00351,6,0.112,-6.838,1,0.0852,201.954,4,0.383,0
2OZJWIhTXHL3UKJmhG5kxq,Aly & AJ,Am I Alright,214746,0.000213,0.715,0.0966,9,0.138,-5.132,0,0.0474,125.022,4,0.708,0
4L02unXGhakMU3dyqZE3b7,Charlotte Cardin,Scorpio Season,185213,0.171,0.533,2.62e-05,3,0.109,-7.513,1,0.058,73.624,4,0.183,0
73SpzrcaHk0RQPFP73vqVR,Billie Eilish,No Time To Die,242265,0.917,0.219,0.0104,4,0.0827,-13.273,0,0.0358,73.537,4,0.0517,0
6sb1CGojNdNMiToRfSNwzY,Curtis Harding,Explore,286253,0.0332,0.577,0.242,7,0.322,-8.793,0,0.0358,79.942,4,0.304,0
1imMjt1YGNebtrtTAprKV7,Dua Lipa,Love Again,258004,0.00173,0.667,2.85e-05,11,0.1,-4.668,0,0.0339,115.982,4,0.468,0
3ZozFqJJlDBNIm4xqxn2ZD,Walker Hayes,Fancy Like,161853,0.114,0.76,0.0,1,0.317,-6.487,1,0.0574,80.018,4,0.843,0
7MAibcTli4IisCtbHKrGMh,Bruno Mars,Leave The Door Open,242096,0.182,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719,0
6AE2DNuS40qbbVqgUAisMA,James Blunt,Love Under Pressure,165033,0.00612,0.754,0.0,5,0.129,-6.051,0,0.0348,110.017,4,0.703,0
1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Infinity,237720,0.148,0.673,5.29e-05,11,0.304,-6.941,0,0.0444,121.963,4,0.494,0
2stbjvpFujerfDUuUUPX7o,Kacey Musgraves,breadwinner,200840,0.769,0.508,8.35e-06,8,0.11,-8.591,0,0.058,117.951,4,0.476,0
3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,261922,0.538,0.623,7.28e-05,5,0.0925,-9.208,1,0.0331,89.937,4,0.403,0
4IjQfvDhOA5AkEC4kEGVJQ,Wrabel,wish you well,182187,0.59,0.336,0.0,0,0.142,-7.232,1,0.0346,133.974,4,0.249,0
152TIXJ0UwKuf7j6nL0HFa,Morgan Evans,American Dream Truck,213493,0.11,0.679,0.0,2,0.0944,-6.037,1,0.0262,89.043,4,0.553,0
0JhOWLV0il0wcoyOr2kaCx,Leon Bridges,Steam,203091,0.0547,0.616,0.394,5,0.166,-7.549,0,0.0486,110.026,4,0.727,0
2tJUcBxiQEYSCzC3BdIOk8,FINNEAS,Love is Pain,224278,0.927,0.141,0.000104,9,0.0923,-15.33,1,0.0394,78.233,4,0.107,0
6CEpat1VI4pDz57r9CxVm5,CHASE WRIGHT,Intertwined,182411,0.178,0.655,0.0,8,0.164,-5.665,1,0.0353,131.957,4,0.377,0
2CUiWTVatM7iXmn63zP39c,Billy Porter,Children,221744,0.03,0.84,0.0,8,0.247,-4.234,1,0.095,119.989,4,0.697,0
58ErpsLNkTWyj8iOqbJNdv,The Lumineers,BIG SHOT,181040,0.726,0.35,0.0,1,0.0975,-7.03,1,0.0299,72.522,4,0.225,0
